,Side,Region,Year,Game ID,Team,Victory,Game Duration,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
1,Blue Side,LEC,2024,57815,Team BDS,True,31.317,Sheo,JUNGLE,16.0,4.0,1.0,14.0,18.0,167.0,142.0,,5.3,12317.0,393.0,0.193,39.0,9.0,9.0,7.0,7.0,1.25,0.29,0.22,0.29,0.13,15393.0,13166.0,1161.0,1066.0,492.0,0.148,0.57,0.857,0.0,0.0,0.0,0.0,0.0,1379.0,16.0,1183.0,1.0,0.0,3792.0,3792.0,39409.0,0.0,46902.0,0.0,24.0,517.0,49988.0,33.0,7.0,24.0,0.0,150.0
2,Blue Side,LEC,2024,57815,Team BDS,True,31.317,nuc,MID,17.0,7.0,2.0,13.0,10.0,258.0,20.0,,8.2,14090.0,450.0,0.221,38.0,7.0,9.0,5.0,5.0,1.21,0.22,0.16,0.29,0.127,27672.0,977.0,26362.0,333.0,884.0,0.267,0.64,0.952,0.0,0.0,0.0,0.0,0.0,1503.0,12.0,1124.0,1.0,1.0,2619.0,2619.0,5224.0,0.0,10281.0,0.0,38.0,499.0,16016.0,87.0,7.0,25.0,0.0,700.0
3,Blue Side,LEC,2024,57815,Team BDS,True,31.317,Ice,ADC,17.0,9.0,1.0,10.0,19.0,319.0,37.0,,10.2,17948.0,573.0,0.281,45.0,16.0,10.0,5.0,5.0,1.44,0.51,0.16,0.32,0.15,40620.0,39439.0,0.0,1181.0,1297.0,0.391,0.61,0.905,0.0,1.0,0.0,0.0,0.0,1544.0,9.0,1294.0,2.0,0.0,12001.0,12001.0,9899.0,0.0,10336.0,0.0,15.0,149.0,17732.0,46.0,6.0,27.0,400.0,600.0
4,Blue Side,LEC,2024,57815,Team BDS,True,31.317,Labrov,SUPPORT,12.0,0.0,4.0,17.0,4.3,30.0,0.0,,1.0,8371.0,267.0,0.131,150.0,81.0,14.0,19.0,17.0,4.79,2.59,0.61,0.45,0.5,6205.0,700.0,3780.0,1725.0,198.0,0.06,0.54,0.81,0.0,0.0,0.0,0.0,0.0,814.0,1.0,218.0,0.0,0.0,130.0,130.0,9021.0,3644.0,19495.0,1910.0,18.0,54.0,18402.0,139.0,21.0,37.0,0.0,0.0
5,Red Side,LEC,2024,57815,Fnatic,False,31.317,Oscarinin,TOP,16.0,3.0,2.0,4.0,3.5,245.0,0.0,,7.8,11039.0,352.0,0.21,18.0,10.0,3.0,7.0,6.0,0.57,0.32,0.22,0.1,0.083,11540.0,8658.0,2214.0,668.0,368.0,0.125,0.22,0.583,0.0,0.0,0.0,0.0,0.0,-427.0,24.0,547.0,0.0,0.0,4971.0,4971.0,5326.0,0.0,58083.0,246.0,22.0,375.0,36272.0,79.0,8.0,24.0,150.0,0.0
6,Red Side,LEC,2024,57815,Fnatic,False,31.317,Razork,JUNGLE,12.0,0.0,6.0,8.0,1.3,119.0,105.0,,3.8,7765.0,248.0,0.148,47.0,12.0,12.0,14.0,12.0,1.5,0.38,0.45,0.38,0.216,11222.0,490.0,9510.0,1222.0,358.0,0.122,0.26,0.667,0.0,0.0,0.0,0.0,0.0,-1379.0,-16.0,-1183.0,-1.0,0.0,0.0,0.0,15926.0,0.0,30746.0,403.0,60.0,433.0,35505.0,207.0,14.0,28.0,0.0,0.0
7,Red Side,LEC,2024,57815,Fnatic,False,31.317,Humanoid,MID,16.0,5.0,5.0,6.0,2.2,288.0,34.0,,9.2,13068.0,417.0,0.249,20.0,8.0,7.0,0.0,0.0,0.64,0.26,0.0,0.22,0.092,34311.0,537.0,33200.0,574.0,1096.0,0.372,0.35,0.917,10.0,0.0,0.0,0.0,0.0,-1503.0,-12.0,-1124.0,-1.0,0.0,1138.0,1138.0,2800.0,189.0,20627.0,0.0,16.0,223.0,20757.0,135.0,2.0,22.0,400.0,50.0
8,Red Side,LEC,2024,57815,Fnatic,False,31.317,Noah,ADC,15.0,4.0,4.0,7.0,2.8,305.0,22.0,,9.7,14037.0,448.0,0.267,48.0,15.0,26.0,7.0,6.0,1.53,0.48,0.22,0.83,0.22,29416.0,18951.0,9717.0,748.0,939.0,0.319,0.35,0.917,0.0,1.0,0.0,0.0,0.0,-1544.0,-9.0,-1294.0,-2.0,0.0,0.0,0.0,5060.0,0.0,13717.0,0.0,9.0,179.0,19523.0,140.0,9.0,28.0,900.0,350.0
9,Red Side,LEC,2024,57815,Fnatic,False,31.317,Jun,SUPPORT,12.0,0.0,4.0,11.0,2.8,28.0,0.0,,0.9,6671.0,213.0,0.127,85.0,45.0,11.0,12.0,10.0,2.71,1.44,0.38,0.35,0.39,5833.0,1008.0,4825.0,0.0,186.0,0.063,0.35,0.917,0.0,0.0,0.0,0.0,0.0,-814.0,-1.0,-218.0,0.0,0.0,0.0,0.0,2312.0,807.0,7672.0,4859.0,29.0,267.0,14892.0,63.0,14.0,30.0,0.0,0.0
0,Blue Side,LEC,2024,57816,Fnatic,True,35.4,Oscarinin,TOP,17.0,5.0,3.0,9.0,4.7,226.0,0.0,,6.4,13521.0,382.0,0.197,37.0,11.0,12.0,4.0,3.0,1.05,0.31,0.11,0.34,0.126,14509.0,10748.0,2542.0,1219.0,410.0,0.132,0.4,0.667,10.0,0.0,0.0,0.0,0.0,76.0,2.0,108.0,0.0,0.0,7501.0,7501.0,4663.0,0.0,59746.0,40.0,28.0,365.0,32050.0,86.0,5.0,28.0,0.0,150.0
1,Blue Side,LEC,2024,57816,Fnatic,True,35.4,Razork,JUNGLE,16.0,4.0,2.0,15.0,9.5,207.0,183.0,,5.8,13382.0,378.0,0.195,58.0,8.0,22.0,5.0,5.0,1.64,0.23,0.14,0.62,0.197,18866.0,12802.0,5249.0,815.0,533.0,0.171,0.54,0.905,0.0,1.0,0.0,0.0,0.0,1190.0,30.0,614.0,1.0,0.0,2493.0,2493.0,17912.0,0.0,57598.0,0.0,27.0,464.0,34108.0,44.0,6.0,27.0,150.0,300.0
2,Blue Side,LEC,2024,57816,Fnatic,True,35.4,Humanoid,MID,18.0,6.0,1.0,10.0,16.0,316.0,52.0,,8.9,15251.0,431.0,0.222,43.0,14.0,12.0,3.0,3.0,1.21,0.4,0.08,0.34,0.146,30514.0,1441.0,28276.0,797.0,862.0,0.277,0.45,0.762,0.0,1.0,0.0,0.0,0.0,-633.0,-1.0,377.0,1.0,0.0,5457.0,5457.0,4352.0,1760.0,11308.0,0.0,44.0,704.0,17865.0,35.0,5.0,24.0,0.0,50.0
3,Blue Side,LEC,2024,57816,Fnatic,True,35.4,Noah,ADC,17.0,5.0,3.0,11.0,5.3,352.0,0.0,,9.9,16948.0,479.0,0.247,41.0,8.0,19.0,1.0,1.0,1.16,0.23,0.03,0.54,0.139,41259.0,33793.0,6015.0,1451.0,1166.0,0.375,0.45,0.762,0.0,0.0,0.0,0.0,0.0,1354.0,12.0,769.0,1.0,0.0,12893.0,12893.0,3451.0,0.0,7532.0,0.0,35.0,399.0,16171.0,72.0,3.0,22.0,50.0,750.0
4,Blue Side,LEC,2024,57816,Fnatic,True,35.4,Jun,SUPPORT,14.0,1.0,3.0,17.0,6.0,32.0,0.0,,0.9,9529.0,269.0,0.139,115.0,65.0,12.0,16.0,16.0,3.25,1.84,0.45,0.34,0.391,4957.0,365.0,3675.0,917.0,140.0,0.045,0.51,0.857,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,417.0,0.0,0.0,761.0,761.0,17310.0,9042.0,48078.0,1991.0,37.0,111.0,27922.0,75.0,19.0,37.0,0.0,0.0
5,Red Side,LEC,2024,57816,Team BDS,False,35.4,Adam,TOP,17.0,5.0,7.0,3.0,1.1,260.0,16.0,,7.3,13713.0,387.0,0.236,28.0,13.0,2.0,6.0,5.0,0.79,0.37,0.17,0.06,0.086,18710.0,15290.0,0.0,3420.0,529.0,0.189,0.23,0.667,10.0,2.0,0.0,0.0,0.0,-76.0,-2.0,-108.0,0.0,0.0,876.0,876.0,7974.0,0.0,36867.0,0.0,23.0,138.0,38653.0,193.0,10.0,28.0,800.0,100.0
6,Red Side,LEC,2024,57816,Team BDS,False,35.4,Sheo,JUNGLE,14.0,0.0,4.0,11.0,2.8,147.0,131.0,,4.2,9547.0,270.0,0.164,51.0,6.0,12.0,5.0,3.0,1.44,0.17,0.14,0.34,0.156,7942.0,3859.0,3834.0,249.0,224.0,0.08,0.31,0.917,0.0,0.0,0.0,0.0,0.0,-1190.0,-30.0,-614.0,-1.0,0.0,2350.0,2350.0,16717.0,1204.0,40887.0,0.0,27.0,271.0,38200.0,133.0,6.0,22.0,0.0,0.0
7,Red Side,LEC,2024,57816,Team BDS,False,35.4,nuc,MID,16.0,2.0,4.0,8.0,2.5,269.0,15.0,,7.6,12436.0,351.0,0.214,28.0,9.0,4.0,7.0,4.0,0.79,0.25,0.2,0.11,0.086,34207.0,133.0,32358.0,1716.0,966.0,0.345,0.28,0.833,0.0,0.0,0.0,0.0,0.0,633.0,1.0,-377.0,-1.0,0.0,5822.0,5822.0,3581.0,0.0,23180.0,0.0,27.0,296.0,27940.0,123.0,10.0,32.0,100.0,0.0
8,Red Side,LEC,2024,57816,Team BDS,False,35.4,Ice,ADC,16.0,5.0,3.0,6.0,3.7,336.0,36.0,,9.5,14553.0,411.0,0.251,44.0,17.0,10.0,6.0,6.0,1.24,0.48,0.17,0.28,0.135,32250.0,30901.0,51.0,1298.0,911.0,0.325,0.31,0.917,0.0,1.0,0.0,0.0,0.0,-1354.0,-12.0,-769.0,-1.0,0.0,140.0,140.0,5528.0,0.0,6694.0,0.0,24.0,177.0,18917.0,31.0,8.0,28.0,350.0,100.0
9,Red Side,LEC,2024,57816,Team BDS,False,35.4,Labrov,SUPPORT,12.0,0.0,3.0,11.0,3.7,37.0,0.0,,1.0,7811.0,221.0,0.135,176.0,100.0,23.0,18.0,17.0,4.97,2.82,0.51,0.65,0.538,6053.0,864.0,4247.0,942.0,171.0,0.061,0.31,0.917,0.0,0.0,0.0,0.0,0.0,5.0,1.0,-417.0,0.0,0.0,0.0,0.0,7364.0,2288.0,21143.0,3985.0,36.0,94.0,18084.0,56.0,20.0,36.0,0.0,0.0
0,Blue Side,LEC,2024,57817,Team BDS,False,25.167,Adam,TOP,14.0,0.0,2.0,1.0,0.5,189.0,6.0,,7.5,8190.0,325.0,0.197,17.0,9.0,1.0,5.0,3.0,0.68,0.36,0.2,0.04,0.087,10026.0,1217.0,8809.0,0.0,398.0,0.245,0.04,0.143,0.0,0.0,0.0,0.0,0.0,-161.0,-6.0,152.0,0.0,0.0,3470.0,3470.0,7055.0,0.0,13034.0,0.0,30.0,415.0,16107.0,80.0,7.0,21.0,0.0,0.0
1,Blue Side,LEC,2024,57817,Team BDS,False,25.167,Sheo,JUNGLE,13.0,5.0,2.0,0.0,2.5,164.0,146.0,,6.5,9643.0,383.0,0.231,25.0,9.0,2.0,7.0,7.0,0.99,0.36,0.28,0.08,0.128,9350.0,8688.0,452.0,210.0,372.0,0.229,0.2,0.714,10.0,0.0,0.0,0.0,0.0,521.0,-8.0,-279.0,0.0,0.0,1875.0,1875.0,20815.0,0.0,21995.0,0.0,16.0,845.0,29422.0,26.0,7.0,21.0,550.0,300.0
2,Blue Side,LEC,2024,57817,Team BDS,False,25.167,nuc,MID,14.0,2.0,5.0,2.0,0.8,215.0,0.0,,8.5,9517.0,378.0,0.228,22.0,10.0,2.0,5.0,4.0,0.87,0.4,0.2,0.08,0.113,10057.0,114.0,9943.0,0.0,400.0,0.246,0.16,0.571,10.0,0.0,0.0,0.0,0.0,895.0,5.0,151.0,0.0,0.0,4196.0,4196.0,481.0,0.0,6524.0,0.0,5.0,109.0,12216.0,130.0,7.0,20.0,0.0,50.0
3,Blue Side,LEC,2024,57817,Team BDS,False,25.167,Ice,ADC,13.0,0.0,3.0,3.0,1.0,232.0,6.0,,9.2,8771.0,349.0,0.211,36.0,11.0,10.0,4.0,4.0,1.43,0.44,0.16,0.4,0.185,8920.0,8189.0,731.0,0.0,354.0,0.218,0.12,0.429,0.0,0.0,0.0,0.0,0.0,-2450.0,2.0,-1079.0,-1.0,0.0,107.0,107.0,933.0,0.0,4036.0,0.0,24.0,569.0,7978.0,66.0,6.0,23.0,0.0,0.0
4,Blue Side,LEC,2024,57817,Team BDS,False,25.167,Labrov,SUPPORT,9.0,0.0,7.0,3.0,0.4,38.0,0.0,,1.5,5541.0,220.0,0.133,95.0,43.0,16.0,14.0,12.0,3.77,1.71,0.56,0.64,0.487,2543.0,610.0,1551.0,382.0,101.0,0.062,0.12,0.429,0.0,0.0,0.0,0.0,0.0,-102.0,16.0,-469.0,-1.0,0.0,0.0,0.0,0.0,0.0,12900.0,0.0,19.0,111.0,12887.0,116.0,16.0,30.0,0.0,0.0
5,Red Side,LEC,2024,57817,Fnatic,True,25.167,Oscarinin,TOP,15.0,1.0,0.0,4.0,100.0,230.0,4.0,,9.1,10077.0,400.0,0.193,27.0,11.0,6.0,3.0,3.0,1.07,0.44,0.12,0.24,0.131,6659.0,5737.0,922.0,0.0,265.0,0.124,0.2,0.263,0.0,0.0,0.0,0.0,0.0,161.0,6.0,-152.0,0.0,0.0,5215.0,5215.0,3377.0,0.0,26677.0,608.0,15.0,391.0,20078.0,0.0,4.0,22.0,0.0,0.0
6,Red Side,LEC,2024,57817,Fnatic,True,25.167,Razork,JUNGLE,14.0,2.0,3.0,10.0,4.0,174.0,157.0,,6.9,9530.0,379.0,0.183,40.0,5.0,11.0,5.0,3.0,1.59,0.2,0.2,0.44,0.194,10575.0,4958.0,5083.0,534.0,420.0,0.197,0.48,0.632,10.0,0.0,0.0,0.0,0.0,-521.0,8.0,279.0,0.0,0.0,4483.0,4483.0,12175.0,0.0,18048.0,0.0,13.0,281.0,22007.0,55.0,7.0,25.0,0.0,0.0
7,Red Side,LEC,2024,57817,Fnatic,True,25.167,Humanoid,MID,16.0,7.0,4.0,7.0,3.5,251.0,4.0,,10.0,12295.0,489.0,0.236,25.0,9.0,6.0,1.0,1.0,0.99,0.36,0.04,0.24,0.121,18659.0,37.0,18120.0,502.0,741.0,0.347,0.56,0.737,20.0,0.0,0.0,1.0,0.0,-895.0,-5.0,-151.0,0.0,0.0,3126.0,3126.0,1201.0,0.0,5318.0,0.0,20.0,492.0,11822.0,36.0,3.0,17.0,0.0,550.0
8,Red Side,LEC,2024,57817,Fnatic,True,25.167,Noah,ADC,14.0,9.0,0.0,5.0,100.0,230.0,12.0,,9.1,13376.0,531.0,0.257,36.0,10.0,11.0,3.0,3.0,1.43,0.4,0.12,0.44,0.175,13543.0,11032.0,2163.0,348.0,538.0,0.252,0.56,0.737,0.0,0.0,0.0,0.0,1.0,2450.0,-2.0,1079.0,1.0,0.0,7907.0,7907.0,4639.0,504.0,6814.0,0.0,11.0,281.0,8436.0,0.0,4.0,21.0,350.0,0.0
9,Red Side,LEC,2024,57817,Fnatic,True,25.167,Jun,SUPPORT,11.0,0.0,0.0,12.0,100.0,19.0,0.0,,0.8,6819.0,271.0,0.131,78.0,47.0,6.0,15.0,15.0,3.1,1.87,0.6,0.24,0.379,4370.0,1130.0,2773.0,467.0,174.0,0.081,0.48,0.632,0.0,0.0,0.0,0.0,0.0,102.0,-16.0,469.0,1.0,0.0,907.0,907.0,2350.0,0.0,8137.0,484.0,29.0,214.0,9927.0,0.0,17.0,36.0,0.0,0.0
0,Blue Side,LEC,2024,57818,Fnatic,True,33.283,Oscarinin,TOP,16.0,5.0,4.0,12.0,4.3,229.0,25.0,,6.9,13571.0,408.0,0.206,38.0,8.0,13.0,2.0,2.0,1.14,0.24,0.06,0.39,0.14,26985.0,17635.0,7433.0,1917.0,811.0,0.248,0.51,0.773,10.0,0.0,1.0,0.0,0.0,485.0,10.0,916.0,1.0,0.0,9375.0,9375.0,18445.0,0.0,35469.0,0.0,39.0,174.0,39945.0,141.0,4.0,24.0,150.0,400.0
1,Blue Side,LEC,2024,57818,Fnatic,True,33.283,Razork,JUNGLE,15.0,2.0,4.0,18.0,5.0,172.0,156.0,,5.2,11115.0,334.0,0.169,50.0,13.0,13.0,11.0,11.0,1.5,0.39,0.33,0.39,0.184,8268.0,1028.0,6649.0,591.0,248.0,0.076,0.6,0.909,0.0,0.0,0.0,0.0,0.0,-120.0,12.0,73.0,0.0,0.0,1529.0,1529.0,14085.0,1242.0,46931.0,425.0,37.0,288.0,29228.0,101.0,12.0,31.0,0.0,0.0
2,Blue Side,LEC,2024,57818,Fnatic,True,33.283,Humanoid,MID,17.0,4.0,3.0,10.0,4.7,309.0,46.0,,9.3,14451.0,434.0,0.22,28.0,11.0,14.0,0.0,0.0,0.84,0.33,0.0,0.42,0.103,31525.0,46.0,29693.0,1786.0,947.0,0.289,0.42,0.636,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,0.0,0.0,7390.0,7390.0,1272.0,0.0,11446.0,0.0,11.0,228.0,16298.0,101.0,2.0,18.0,550.0,100.0
3,Blue Side,LEC,2024,57818,Fnatic,True,33.283,Noah,ADC,18.0,8.0,1.0,13.0,21.0,354.0,25.0,,10.6,17441.0,524.0,0.265,38.0,12.0,11.0,2.0,2.0,1.14,0.36,0.06,0.33,0.14,36063.0,21431.0,11816.0,2816.0,1084.0,0.331,0.63,0.955,10.0,2.0,0.0,0.0,0.0,60.0,16.0,343.0,0.0,0.0,7781.0,7781.0,10258.0,1278.0,8127.0,0.0,6.0,140.0,15429.0,35.0,5.0,28.0,150.0,250.0
4,Blue Side,LEC,2024,57818,Fnatic,True,33.283,Jun,SUPPORT,13.0,3.0,4.0,14.0,4.3,32.0,0.0,,1.0,9149.0,275.0,0.139,118.0,68.0,16.0,17.0,17.0,3.55,2.04,0.51,0.48,0.434,6138.0,1399.0,3795.0,944.0,184.0,0.056,0.51,0.773,0.0,1.0,0.0,0.0,0.0,29.0,-9.0,-512.0,-1.0,0.0,217.0,217.0,1985.0,0.0,31641.0,1174.0,45.0,227.0,18996.0,74.0,19.0,36.0,0.0,150.0
5,Red Side,LEC,2024,57818,Team BDS,False,33.283,Adam,TOP,16.0,6.0,4.0,6.0,3.0,203.0,8.0,,6.1,12763.0,383.0,0.21,38.0,18.0,6.0,7.0,7.0,1.14,0.54,0.21,0.18,0.114,16396.0,1729.0,13511.0,1156.0,493.0,0.207,0.36,0.75,10.0,0.0,1.0,0.0,0.0,-485.0,-10.0,-916.0,-1.0,0.0,1695.0,1695.0,43585.0,0.0,42512.0,0.0,39.0,339.0,43765.0,83.0,11.0,29.0,300.0,100.0
6,Red Side,LEC,2024,57818,Team BDS,False,33.283,Sheo,JUNGLE,14.0,2.0,5.0,10.0,2.4,160.0,151.0,,4.8,10580.0,318.0,0.174,40.0,12.0,7.0,10.0,10.0,1.2,0.36,0.3,0.21,0.12,13884.0,12577.0,735.0,572.0,417.0,0.176,0.36,0.75,0.0,0.0,0.0,0.0,0.0,120.0,-12.0,-73.0,0.0,0.0,0.0,0.0,26224.0,0.0,26421.0,0.0,24.0,558.0,46321.0,112.0,11.0,30.0,50.0,0.0
7,Red Side,LEC,2024,57818,Team BDS,False,33.283,nuc,MID,17.0,1.0,4.0,11.0,3.0,303.0,0.0,,9.1,13098.0,394.0,0.216,22.0,8.0,4.0,5.0,5.0,0.66,0.24,0.15,0.12,0.066,24512.0,1011.0,23279.0,222.0,736.0,0.31,0.36,0.75,0.0,0.0,0.0,0.0,0.0,-2.0,4.0,2.0,0.0,0.0,4495.0,4495.0,139.0,0.0,6899.0,0.0,49.0,598.0,14156.0,124.0,9.0,32.0,0.0,150.0
8,Red Side,LEC,2024,57818,Team BDS,False,33.283,Ice,ADC,16.0,6.0,3.0,7.0,4.3,312.0,14.0,,9.4,15318.0,460.0,0.252,40.0,16.0,9.0,6.0,6.0,1.2,0.48,0.18,0.27,0.12,20094.0,19752.0,53.0,289.0,604.0,0.254,0.39,0.813,0.0,1.0,0.0,0.0,0.0,-60.0,-16.0,-343.0,0.0,0.0,4286.0,4286.0,3919.0,0.0,6688.0,0.0,18.0,139.0,15851.0,71.0,7.0,28.0,400.0,600.0
9,Red Side,LEC,2024,57818,Team BDS,False,33.283,Labrov,SUPPORT,12.0,1.0,6.0,13.0,2.3,53.0,0.0,,1.6,8936.0,268.0,0.147,193.0,109.0,29.0,24.0,22.0,5.8,3.27,0.72,0.87,0.58,4199.0,703.0,3472.0,24.0,126.0,0.053,0.42,0.875,0.0,0.0,0.0,0.0,0.0,-29.0,9.0,512.0,1.0,0.0,549.0,549.0,6611.0,2041.0,22067.0,2286.0,32.0,67.0,20730.0,144.0,26.0,42.0,150.0,0.0
0,Blue Side,LEC,2024,57789,Fnatic,False,31.0,Oscarinin,TOP,14.0,2.0,6.0,3.0,0.8,214.0,0.0,,6.9,10065.0,325.0,0.187,26.0,10.0,6.0,5.0,5.0,0.84,0.32,0.16,0.19,0.101,22622.0,15012.0,5780.0,1830.0,730.0,0.267,0.16,0.333,0.0,0.0,0.0,0.0,0.0,1332.0,36.0,263.0,0.0,0.0,2455.0,2455.0,3848.0,0.0,50752.0,0.0,44.0,386.0,37393.0,216.0,6.0,27.0,0.0,100.0
1,Blue Side,LEC,2024,57789,Fnatic,False,31.0,Razork,JUNGLE,15.0,5.0,8.0,8.0,1.6,193.0,173.0,,6.2,11078.0,357.0,0.206,30.0,9.0,9.0,6.0,6.0,0.97,0.29,0.19,0.29,0.116,11968.0,11271.0,295.0,402.0,386.0,0.141,0.42,0.867,10.0,0.0,0.0,0.0,0.0,-103.0,4.0,96.0,0.0,0.0,0.0,0.0,12695.0,0.0,38050.0,0.0,32.0,355.0,38210.0,227.0,7.0,26.0,150.0,200.0
2,Blue Side,LEC,2024,57789,Fnatic,False,31.0,Humanoid,MID,15.0,2.0,10.0,6.0,0.8,231.0,12.0,,7.5,11407.0,368.0,0.212,27.0,11.0,1.0,1.0,1.0,0.87,0.35,0.03,0.03,0.105,23645.0,1841.0,21664.0,140.0,763.0,0.279,0.26,0.533,0.0,1.0,0.0,0.0,0.0,-1550.0,-3.0,-480.0,0.0,0.0,2022.0,2022.0,185.0,0.0,27083.0,0.0,7.0,41.0,22539.0,286.0,3.0,21.0,700.0,100.0
3,Blue Side,LEC,2024,57789,Fnatic,False,31.0,Noah,ADC,14.0,4.0,7.0,7.0,1.6,256.0,0.0,,8.3,12568.0,405.0,0.234,32.0,13.0,8.0,5.0,4.0,1.03,0.42,0.16,0.26,0.124,18248.0,14773.0,3431.0,44.0,589.0,0.216,0.35,0.733,0.0,1.0,0.0,0.0,0.0,-868.0,-9.0,-1179.0,-1.0,0.0,410.0,410.0,1887.0,0.0,8377.0,0.0,11.0,316.0,20052.0,178.0,7.0,23.0,0.0,100.0
4,Blue Side,LEC,2024,57789,Fnatic,False,31.0,Jun,SUPPORT,12.0,2.0,7.0,6.0,1.1,47.0,0.0,,1.5,8579.0,277.0,0.16,143.0,72.0,23.0,11.0,9.0,4.61,2.32,0.35,0.74,0.554,8194.0,6610.0,1460.0,124.0,264.0,0.097,0.26,0.533,0.0,0.0,0.0,0.0,0.0,-246.0,-5.0,-368.0,-1.0,0.0,256.0,256.0,1889.0,582.0,5982.0,0.0,50.0,504.0,16217.0,157.0,13.0,32.0,700.0,0.0
5,Red Side,LEC,2024,57789,Team Vitality,True,31.0,Photon,TOP,18.0,6.0,2.0,15.0,10.5,243.0,11.0,,7.8,13982.0,451.0,0.206,42.0,16.0,11.0,8.0,8.0,1.35,0.52,0.26,0.35,0.152,18238.0,7429.0,10552.0,257.0,588.0,0.162,0.68,0.553,0.0,1.0,0.0,0.0,0.0,-1332.0,-36.0,-263.0,0.0,0.0,5496.0,5496.0,3180.0,0.0,48845.0,0.0,21.0,1120.0,21275.0,53.0,9.0,25.0,0.0,0.0
6,Red Side,LEC,2024,57789,Team Vitality,True,31.0,Daglas,JUNGLE,15.0,6.0,4.0,21.0,6.8,148.0,127.0,,4.8,12640.0,408.0,0.186,40.0,11.0,8.0,12.0,10.0,1.29,0.35,0.39,0.26,0.145,19481.0,15037.0,3885.0,559.0,628.0,0.173,0.87,0.711,10.0,1.0,0.0,0.0,0.0,103.0,-4.0,-96.0,0.0,0.0,4070.0,4070.0,19631.0,0.0,46820.0,0.0,26.0,839.0,34666.0,86.0,12.0,31.0,150.0,0.0
7,Red Side,LEC,2024,57789,Team Vitality,True,31.0,Vetheo,MID,18.0,11.0,2.0,17.0,14.0,284.0,0.0,,9.2,16348.0,527.0,0.241,57.0,22.0,12.0,6.0,5.0,1.84,0.71,0.19,0.39,0.207,23498.0,2478.0,16371.0,4649.0,758.0,0.209,0.9,0.737,10.0,1.0,2.0,0.0,0.0,1550.0,3.0,480.0,0.0,0.0,7461.0,7461.0,9712.0,1948.0,11280.0,0.0,10.0,58.0,17524.0,59.0,10.0,26.0,100.0,700.0
8,Red Side,LEC,2024,57789,Team Vitality,True,31.0,Carzzy,ADC,16.0,13.0,3.0,15.0,9.3,249.0,12.0,,8.0,15636.0,504.0,0.23,54.0,15.0,21.0,5.0,5.0,1.74,0.48,0.16,0.68,0.196,30483.0,22127.0,7930.0,426.0,983.0,0.271,0.9,0.737,0.0,2.0,2.0,0.0,0.0,868.0,9.0,1179.0,1.0,0.0,4777.0,4777.0,6905.0,0.0,13433.0,0.0,19.0,318.0,18311.0,108.0,6.0,28.0,150.0,850.0
9,Red Side,LEC,2024,57789,Team Vitality,True,31.0,Hylissang,SUPPORT,13.0,2.0,6.0,20.0,3.7,35.0,0.0,,1.1,9253.0,298.0,0.136,83.0,47.0,6.0,13.0,12.0,2.68,1.52,0.42,0.19,0.301,20986.0,682.0,19771.0,533.0,677.0,0.186,0.71,0.579,10.0,0.0,0.0,0.0,0.0,246.0,5.0,368.0,1.0,0.0,429.0,429.0,1682.0,0.0,17944.0,0.0,16.0,182.0,22093.0,131.0,15.0,32.0,100.0,0.0
0,Blue Side,LEC,2024,57790,Fnatic,True,30.617,Oscarinin,TOP,18.0,4.0,3.0,13.0,5.7,254.0,4.0,,8.3,13525.0,442.0,0.198,26.0,10.0,9.0,4.0,4.0,0.85,0.33,0.13,0.29,0.106,15488.0,8838.0,6480.0,170.0,506.0,0.146,0.56,0.548,10.0,0.0,0.0,0.0,0.0,172.0,-10.0,1337.0,1.0,0.0,5387.0,5387.0,27662.0,0.0,48438.0,0.0,22.0,130.0,48718.0,142.0,5.0,20.0,0.0,300.0
1,Blue Side,LEC,2024,57790,Fnatic,True,30.617,Razork,JUNGLE,15.0,4.0,6.0,11.0,2.5,166.0,153.0,,5.4,11557.0,377.0,0.17,50.0,12.0,11.0,6.0,6.0,1.63,0.39,0.2,0.36,0.203,16551.0,9559.0,6358.0,634.0,541.0,0.156,0.49,0.484,0.0,1.0,0.0,0.0,0.0,-299.0,13.0,257.0,0.0,0.0,3363.0,3363.0,17097.0,0.0,29416.0,0.0,25.0,306.0,38832.0,211.0,7.0,25.0,150.0,150.0
