,Side,Region,Year,Game ID,Team,Victory,Game Duration,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
4,Blue Side,LCS,2024,57098,Dignitas,False,27.6,Isles,SUPPORT,10.0,0.0,5.0,3.0,0.6,33.0,0.0,,1.2,6086.0,221.0,0.148,118.0,60.0,17.0,8.0,7.0,4.28,2.17,0.29,0.62,0.527,4099.0,456.0,3189.0,454.0,149.0,0.067,0.11,1.0,0.0,0.0,0.0,0.0,0.0,-384.0,8.0,-333.0,-1.0,0.0,0.0,0.0,5074.0,1813.0,16143.0,2897.0,19.0,54.0,17295.0,98.0,10.0,23.0,0.0,0.0
5,Red Side,LCS,2024,57098,Team Liquid,True,27.6,Impact,TOP,15.0,4.0,2.0,7.0,5.5,197.0,0.0,,7.1,9878.0,358.0,0.184,30.0,11.0,6.0,4.0,4.0,1.09,0.4,0.14,0.22,0.133,16633.0,12918.0,2766.0,949.0,603.0,0.207,0.4,0.579,10.0,0.0,0.0,0.0,0.0,154.0,-6.0,421.0,1.0,0.0,941.0,941.0,5860.0,0.0,43872.0,447.0,31.0,1396.0,29581.0,88.0,7.0,29.0,0.0,200.0
6,Red Side,LCS,2024,57098,Team Liquid,True,27.6,UmTi,JUNGLE,13.0,3.0,0.0,14.0,100.0,130.0,120.0,,4.7,9457.0,343.0,0.176,37.0,11.0,10.0,9.0,9.0,1.34,0.4,0.33,0.36,0.164,7185.0,935.0,5882.0,368.0,260.0,0.089,0.62,0.895,0.0,0.0,0.0,0.0,0.0,376.0,-10.0,-625.0,-1.0,0.0,412.0,412.0,15214.0,0.0,49570.0,0.0,38.0,330.0,23841.0,0.0,10.0,23.0,0.0,0.0
7,Red Side,LCS,2024,57098,Team Liquid,True,27.6,APA,MID,16.0,3.0,0.0,13.0,100.0,286.0,4.0,,10.4,13687.0,496.0,0.255,34.0,13.0,16.0,5.0,5.0,1.23,0.47,0.18,0.58,0.151,32305.0,922.0,30739.0,644.0,1170.0,0.402,0.58,0.842,0.0,1.0,0.0,0.0,0.0,558.0,20.0,591.0,0.0,0.0,45832.0,45832.0,2734.0,0.0,5374.0,0.0,16.0,255.0,8887.0,0.0,9.0,24.0,0.0,0.0
8,Red Side,LCS,2024,57098,Team Liquid,True,27.6,Yeon,ADC,14.0,7.0,1.0,5.0,12.0,261.0,19.0,,9.5,12442.0,451.0,0.232,41.0,13.0,16.0,7.0,6.0,1.49,0.47,0.25,0.58,0.182,17163.0,11178.0,5745.0,240.0,622.0,0.214,0.43,0.632,0.0,0.0,1.0,0.0,0.0,628.0,15.0,193.0,0.0,0.0,6011.0,6011.0,3851.0,0.0,11338.0,0.0,4.0,93.0,12591.0,42.0,8.0,23.0,0.0,300.0
9,Red Side,LCS,2024,57098,Team Liquid,True,27.6,CoreJJ,SUPPORT,12.0,2.0,0.0,15.0,100.0,27.0,0.0,,1.0,8161.0,296.0,0.152,83.0,39.0,18.0,9.0,9.0,3.01,1.41,0.33,0.65,0.369,7069.0,1248.0,5611.0,210.0,256.0,0.088,0.62,0.895,0.0,0.0,0.0,0.0,0.0,384.0,-8.0,333.0,1.0,0.0,1061.0,1061.0,2694.0,650.0,3319.0,4217.0,32.0,201.0,6662.0,0.0,11.0,28.0,0.0,0.0
0,Blue Side,LCS,2024,57091,100 Thieves,False,38.183,Sniper,TOP,17.0,4.0,7.0,7.0,1.6,301.0,20.0,,7.9,14737.0,386.0,0.225,40.0,19.0,6.0,7.0,7.0,1.05,0.5,0.18,0.16,0.13,30185.0,25859.0,3391.0,935.0,791.0,0.232,0.29,0.688,0.0,1.0,0.0,0.0,0.0,488.0,-1.0,23.0,0.0,0.0,2899.0,2899.0,1867.0,0.0,23131.0,0.0,13.0,249.0,24669.0,253.0,10.0,34.0,0.0,200.0
1,Blue Side,LCS,2024,57091,100 Thieves,False,38.183,River,JUNGLE,15.0,2.0,8.0,5.0,0.9,180.0,157.0,,4.7,11217.0,294.0,0.171,69.0,20.0,13.0,10.0,10.0,1.81,0.52,0.26,0.34,0.225,12088.0,6627.0,5172.0,289.0,317.0,0.093,0.18,0.438,0.0,0.0,0.0,0.0,0.0,-916.0,-10.0,-376.0,0.0,0.0,2698.0,2698.0,15320.0,0.0,33259.0,0.0,15.0,289.0,44068.0,232.0,11.0,30.0,50.0,50.0
2,Blue Side,LCS,2024,57091,100 Thieves,False,38.183,Quid,MID,18.0,8.0,2.0,6.0,7.0,413.0,36.0,,10.8,17652.0,462.0,0.27,48.0,24.0,6.0,11.0,11.0,1.26,0.63,0.29,0.16,0.156,52801.0,1275.0,50919.0,607.0,1383.0,0.405,0.37,0.875,20.0,2.0,0.0,0.0,0.0,849.0,24.0,1350.0,1.0,0.0,978.0,978.0,7552.0,1365.0,20060.0,0.0,73.0,1083.0,25883.0,51.0,14.0,37.0,100.0,1000.0
3,Blue Side,LCS,2024,57091,100 Thieves,False,38.183,Meech,ADC,14.0,1.0,6.0,6.0,1.2,82.0,4.0,,2.1,10508.0,275.0,0.161,111.0,34.0,24.0,2.0,2.0,2.91,0.89,0.05,0.63,0.362,23100.0,21210.0,41.0,1849.0,605.0,0.177,0.18,0.438,0.0,0.0,0.0,0.0,0.0,-1100.0,-93.0,-1346.0,-1.0,0.0,526.0,526.0,14087.0,4350.0,12104.0,3873.0,45.0,371.0,24816.0,144.0,5.0,26.0,0.0,0.0
4,Blue Side,LCS,2024,57091,100 Thieves,False,38.183,Eyla,SUPPORT,15.0,1.0,5.0,10.0,2.2,233.0,0.0,,6.1,11344.0,297.0,0.173,39.0,23.0,6.0,12.0,12.0,1.02,0.6,0.31,0.16,0.127,12084.0,4183.0,7141.0,760.0,316.0,0.093,0.29,0.688,10.0,0.0,0.0,0.0,0.0,1595.0,115.0,2622.0,3.0,0.0,219.0,219.0,5522.0,206.0,58073.0,0.0,38.0,596.0,45283.0,153.0,13.0,31.0,0.0,0.0
5,Red Side,LCS,2024,57091,NRG,True,38.183,Dhokla,TOP,18.0,2.0,2.0,11.0,6.5,264.0,0.0,,6.9,14245.0,373.0,0.19,28.0,8.0,7.0,3.0,2.0,0.73,0.21,0.08,0.18,0.092,11591.0,7951.0,3020.0,620.0,304.0,0.085,0.34,0.464,0.0,0.0,0.0,0.0,0.0,-488.0,1.0,-23.0,0.0,0.0,4399.0,4399.0,10634.0,0.0,79762.0,647.0,29.0,2302.0,39925.0,81.0,4.0,22.0,0.0,100.0
6,Red Side,LCS,2024,57091,NRG,True,38.183,Contractz,JUNGLE,17.0,3.0,3.0,16.0,6.3,183.0,171.0,,4.8,13124.0,344.0,0.175,45.0,11.0,7.0,9.0,9.0,1.18,0.29,0.24,0.18,0.147,18827.0,16368.0,1538.0,921.0,493.0,0.138,0.5,0.679,0.0,0.0,0.0,0.0,0.0,916.0,10.0,376.0,0.0,0.0,2045.0,2045.0,36603.0,0.0,55740.0,0.0,30.0,1046.0,52630.0,92.0,11.0,31.0,0.0,0.0
7,Red Side,LCS,2024,57091,NRG,True,38.183,Palafox,MID,18.0,4.0,5.0,20.0,4.8,290.0,4.0,,7.6,15451.0,405.0,0.206,64.0,24.0,9.0,12.0,11.0,1.68,0.63,0.31,0.24,0.209,28157.0,1241.0,19165.0,7751.0,737.0,0.207,0.63,0.857,10.0,0.0,0.0,0.0,0.0,-849.0,-24.0,-1350.0,-1.0,0.0,3825.0,3825.0,8606.0,465.0,14722.0,0.0,25.0,110.0,26433.0,212.0,15.0,32.0,0.0,50.0
8,Red Side,LCS,2024,57091,NRG,True,38.183,FBI,ADC,18.0,18.0,2.0,6.0,12.0,360.0,18.0,,9.4,21891.0,573.0,0.292,47.0,17.0,13.0,6.0,6.0,1.23,0.45,0.16,0.34,0.154,69068.0,35668.0,12966.0,20434.0,1809.0,0.507,0.63,0.857,0.0,2.0,0.0,1.0,1.0,1100.0,93.0,1346.0,1.0,0.0,6243.0,6243.0,10873.0,0.0,27810.0,0.0,24.0,454.0,22105.0,59.0,10.0,29.0,1250.0,0.0
9,Red Side,LCS,2024,57091,NRG,True,38.183,Huhi,SUPPORT,15.0,1.0,4.0,23.0,6.0,20.0,0.0,,0.5,10386.0,272.0,0.138,122.0,66.0,8.0,19.0,19.0,3.2,1.73,0.5,0.21,0.399,8652.0,925.0,7727.0,0.0,227.0,0.063,0.63,0.857,0.0,0.0,0.0,0.0,0.0,-1595.0,-115.0,-2622.0,-3.0,0.0,370.0,370.0,17343.0,2162.0,33925.0,2517.0,29.0,158.0,32443.0,102.0,22.0,41.0,0.0,0.0
0,Blue Side,LCS,2024,57092,100 Thieves,True,30.2,Sniper,TOP,17.0,5.0,3.0,5.0,3.3,251.0,4.0,,8.3,13202.0,437.0,0.209,24.0,14.0,2.0,3.0,3.0,0.79,0.46,0.1,0.07,0.096,18703.0,10552.0,7630.0,521.0,619.0,0.21,0.33,0.526,10.0,1.0,0.0,0.0,0.0,-353.0,-2.0,456.0,1.0,0.0,2125.0,2125.0,5552.0,0.0,23064.0,0.0,16.0,227.0,28421.0,96.0,4.0,24.0,250.0,300.0
1,Blue Side,LCS,2024,57092,100 Thieves,True,30.2,River,JUNGLE,16.0,8.0,2.0,8.0,8.0,211.0,175.0,,7.0,14013.0,464.0,0.222,39.0,16.0,5.0,8.0,6.0,1.29,0.53,0.26,0.17,0.157,18546.0,15179.0,2528.0,839.0,614.0,0.208,0.53,0.842,0.0,1.0,0.0,0.0,0.0,939.0,15.0,836.0,1.0,0.0,4325.0,4325.0,24080.0,0.0,43476.0,1030.0,18.0,560.0,41788.0,62.0,9.0,31.0,0.0,550.0
2,Blue Side,LCS,2024,57092,100 Thieves,True,30.2,Quid,MID,18.0,3.0,2.0,6.0,4.5,310.0,9.0,,10.3,14859.0,492.0,0.236,38.0,18.0,2.0,8.0,8.0,1.26,0.6,0.26,0.07,0.153,20763.0,438.0,19822.0,503.0,688.0,0.233,0.3,0.474,0.0,0.0,0.0,0.0,0.0,-254.0,-3.0,499.0,0.0,0.0,13729.0,13729.0,2683.0,0.0,9863.0,0.0,20.0,106.0,15435.0,93.0,11.0,36.0,200.0,350.0
3,Blue Side,LCS,2024,57092,100 Thieves,True,30.2,Meech,ADC,14.0,2.0,1.0,11.0,13.0,64.0,11.0,,2.1,10239.0,339.0,0.162,102.0,40.0,15.0,4.0,3.0,3.38,1.32,0.13,0.5,0.41,22552.0,21753.0,0.0,799.0,747.0,0.253,0.43,0.684,0.0,0.0,0.0,0.0,0.0,-725.0,-120.0,-2375.0,-3.0,0.0,3650.0,3650.0,11510.0,3667.0,9561.0,2291.0,25.0,269.0,14763.0,12.0,6.0,22.0,0.0,0.0
4,Blue Side,LCS,2024,57092,100 Thieves,True,30.2,Eyla,SUPPORT,15.0,1.0,1.0,12.0,13.0,204.0,0.0,,6.8,10777.0,357.0,0.171,46.0,21.0,10.0,12.0,12.0,1.52,0.7,0.4,0.33,0.185,8415.0,850.0,7297.0,268.0,279.0,0.095,0.43,0.684,0.0,0.0,0.0,0.0,0.0,1896.0,104.0,2394.0,2.0,0.0,997.0,997.0,8741.0,7053.0,11028.0,7433.0,13.0,263.0,9985.0,39.0,14.0,32.0,0.0,0.0
5,Red Side,LCS,2024,57092,NRG,False,30.2,Dhokla,TOP,16.0,4.0,5.0,1.0,1.0,262.0,12.0,,8.7,15195.0,503.0,0.278,21.0,8.0,3.0,2.0,2.0,0.7,0.26,0.07,0.1,0.091,22781.0,15694.0,3336.0,3751.0,754.0,0.314,0.17,0.556,0.0,0.0,0.0,0.0,0.0,353.0,2.0,-456.0,-1.0,0.0,8557.0,8557.0,5507.0,0.0,15832.0,0.0,16.0,386.0,23201.0,115.0,5.0,25.0,350.0,150.0
6,Red Side,LCS,2024,57092,NRG,False,30.2,Contractz,JUNGLE,14.0,2.0,6.0,4.0,1.0,170.0,153.0,,5.6,9635.0,319.0,0.176,39.0,11.0,9.0,11.0,9.0,1.29,0.36,0.36,0.3,0.169,15029.0,13314.0,1159.0,556.0,498.0,0.207,0.2,0.667,10.0,0.0,0.0,0.0,0.0,-939.0,-15.0,-836.0,-1.0,0.0,0.0,0.0,24086.0,0.0,34408.0,0.0,25.0,763.0,44040.0,187.0,12.0,26.0,300.0,0.0
7,Red Side,LCS,2024,57092,NRG,False,30.2,Palafox,MID,16.0,1.0,2.0,7.0,4.0,266.0,0.0,,8.8,11102.0,368.0,0.203,39.0,11.0,9.0,9.0,8.0,1.29,0.36,0.3,0.3,0.169,14872.0,1204.0,11059.0,2609.0,492.0,0.205,0.26,0.889,0.0,0.0,0.0,0.0,0.0,254.0,3.0,-499.0,0.0,0.0,627.0,627.0,5010.0,0.0,10644.0,0.0,15.0,66.0,17513.0,75.0,11.0,27.0,150.0,100.0
8,Red Side,LCS,2024,57092,NRG,False,30.2,FBI,ADC,15.0,2.0,2.0,0.0,1.0,312.0,12.0,,10.3,12232.0,405.0,0.224,37.0,16.0,8.0,8.0,7.0,1.23,0.53,0.26,0.26,0.16,15604.0,9321.0,3574.0,2709.0,517.0,0.215,0.07,0.222,0.0,0.0,0.0,0.0,0.0,725.0,120.0,2375.0,3.0,0.0,1037.0,1037.0,4844.0,0.0,8241.0,0.0,6.0,330.0,18069.0,50.0,11.0,28.0,400.0,200.0
9,Red Side,LCS,2024,57092,NRG,False,30.2,Huhi,SUPPORT,12.0,0.0,4.0,4.0,1.0,33.0,0.0,,1.1,6473.0,214.0,0.118,95.0,48.0,8.0,13.0,11.0,3.15,1.59,0.43,0.26,0.411,4375.0,295.0,3438.0,642.0,145.0,0.06,0.13,0.444,0.0,0.0,0.0,0.0,0.0,-1896.0,-104.0,-2394.0,-2.0,0.0,0.0,0.0,4372.0,160.0,20749.0,2530.0,7.0,61.0,19385.0,108.0,15.0,29.0,0.0,0.0
0,Blue Side,LCS,2024,57093,NRG,False,34.05,Dhokla,TOP,17.0,4.0,3.0,1.0,1.7,289.0,6.0,,8.5,13740.0,404.0,0.244,32.0,8.0,10.0,3.0,2.0,0.94,0.23,0.09,0.29,0.117,15410.0,13049.0,2361.0,0.0,453.0,0.228,0.15,0.833,0.0,0.0,0.0,0.0,0.0,-819.0,-9.0,-536.0,0.0,0.0,0.0,0.0,7853.0,0.0,32418.0,0.0,8.0,107.0,30435.0,61.0,5.0,27.0,1100.0,0.0
1,Blue Side,LCS,2024,57093,NRG,False,34.05,Contractz,JUNGLE,14.0,1.0,4.0,5.0,1.5,155.0,145.0,,4.6,9130.0,268.0,0.162,40.0,16.0,9.0,14.0,14.0,1.17,0.47,0.41,0.26,0.146,7636.0,679.0,6643.0,314.0,224.0,0.113,0.18,1.0,0.0,0.0,0.0,0.0,0.0,-1839.0,-21.0,-1410.0,-2.0,1.0,0.0,0.0,7342.0,415.0,44688.0,0.0,44.0,618.0,21656.0,116.0,15.0,30.0,0.0,0.0
2,Blue Side,LCS,2024,57093,NRG,False,34.05,Palafox,MID,17.0,1.0,5.0,3.0,0.8,287.0,12.0,,8.4,12234.0,359.0,0.218,32.0,13.0,3.0,3.0,3.0,0.94,0.38,0.09,0.09,0.117,24495.0,1398.0,21631.0,1466.0,719.0,0.363,0.12,0.667,0.0,0.0,0.0,0.0,0.0,-1010.0,-5.0,-1158.0,-1.0,0.0,0.0,0.0,823.0,0.0,23490.0,1590.0,26.0,506.0,22393.0,180.0,5.0,22.0,100.0,0.0
3,Blue Side,LCS,2024,57093,NRG,False,34.05,FBI,ADC,15.0,0.0,4.0,5.0,1.3,336.0,7.0,,9.9,13442.0,395.0,0.239,30.0,12.0,7.0,5.0,5.0,0.88,0.35,0.15,0.21,0.109,17741.0,13054.0,4547.0,140.0,521.0,0.263,0.15,0.833,0.0,0.0,0.0,0.0,0.0,74.0,36.0,98.0,0.0,0.0,3864.0,3864.0,4141.0,0.0,10262.0,0.0,23.0,372.0,14189.0,111.0,6.0,23.0,0.0,50.0
4,Blue Side,LCS,2024,57093,NRG,False,34.05,Huhi,SUPPORT,13.0,0.0,5.0,6.0,1.2,33.0,0.0,,1.0,7652.0,225.0,0.136,140.0,89.0,13.0,17.0,17.0,4.11,2.61,0.5,0.38,0.511,2174.0,505.0,1669.0,0.0,64.0,0.032,0.18,1.0,0.0,0.0,0.0,0.0,0.0,-409.0,-6.0,217.0,0.0,0.0,902.0,902.0,738.0,296.0,12891.0,3797.0,13.0,261.0,12851.0,103.0,19.0,33.0,0.0,0.0
5,Red Side,LCS,2024,57093,100 Thieves,True,34.05,Sniper,TOP,18.0,3.0,1.0,10.0,13.0,316.0,16.0,,9.3,15724.0,462.0,0.222,30.0,16.0,1.0,9.0,7.0,0.88,0.47,0.26,0.03,0.103,20373.0,9812.0,8984.0,1577.0,598.0,0.247,0.38,0.619,0.0,1.0,0.0,0.0,0.0,819.0,9.0,536.0,0.0,0.0,11246.0,11246.0,9939.0,0.0,29697.0,0.0,21.0,333.0,29358.0,38.0,12.0,35.0,0.0,100.0
6,Red Side,LCS,2024,57093,100 Thieves,True,34.05,River,JUNGLE,17.0,5.0,1.0,10.0,15.0,199.0,178.0,,5.8,13470.0,396.0,0.191,56.0,20.0,9.0,8.0,8.0,1.64,0.59,0.23,0.26,0.193,15382.0,11542.0,2466.0,1374.0,452.0,0.187,0.44,0.714,0.0,0.0,0.0,0.0,0.0,1839.0,21.0,1410.0,2.0,0.0,5654.0,5654.0,26392.0,0.0,42560.0,961.0,21.0,639.0,37024.0,40.0,9.0,24.0,0.0,400.0
7,Red Side,LCS,2024,57093,100 Thieves,True,34.05,Quid,MID,18.0,9.0,0.0,6.0,100.0,337.0,0.0,,9.9,16783.0,493.0,0.237,32.0,5.0,13.0,3.0,3.0,0.94,0.15,0.09,0.38,0.11,26918.0,1121.0,25066.0,731.0,791.0,0.327,0.44,0.714,10.0,2.0,1.0,0.0,0.0,1010.0,5.0,1158.0,1.0,0.0,5072.0,5072.0,5443.0,0.0,19428.0,0.0,3.0,205.0,24699.0,0.0,6.0,25.0,50.0,0.0
8,Red Side,LCS,2024,57093,100 Thieves,True,34.05,Meech,ADC,17.0,3.0,2.0,8.0,5.5,344.0,26.0,,10.1,15379.0,452.0,0.218,36.0,8.0,20.0,2.0,1.0,1.06,0.23,0.06,0.59,0.124,15035.0,8155.0,6148.0,732.0,442.0,0.183,0.32,0.524,0.0,1.0,0.0,0.0,0.0,-74.0,-36.0,-98.0,0.0,0.0,5329.0,5329.0,4228.0,0.0,10049.0,0.0,1.0,94.0,13385.0,50.0,4.0,26.0,0.0,700.0
9,Red Side,LCS,2024,57093,100 Thieves,True,34.05,Eyla,SUPPORT,13.0,1.0,2.0,12.0,6.5,56.0,0.0,,1.6,9345.0,274.0,0.132,136.0,57.0,28.0,17.0,17.0,3.99,1.67,0.5,0.82,0.469,4661.0,981.0,2909.0,771.0,137.0,0.057,0.38,0.619,0.0,0.0,0.0,0.0,0.0,409.0,6.0,-217.0,0.0,0.0,269.0,269.0,974.0,863.0,15385.0,1315.0,42.0,177.0,7875.0,40.0,19.0,36.0,0.0,0.0
0,Blue Side,LCS,2024,57094,NRG,True,35.217,Dhokla,TOP,18.0,4.0,2.0,3.0,3.5,264.0,1.0,,7.5,13393.0,380.0,0.211,25.0,12.0,5.0,0.0,0.0,0.71,0.34,0.0,0.14,0.091,15603.0,12457.0,2625.0,521.0,443.0,0.188,0.2,0.5,0.0,0.0,0.0,0.0,0.0,584.0,15.0,-9.0,0.0,0.0,2010.0,2010.0,4483.0,0.0,64671.0,710.0,28.0,1882.0,29387.0,79.0,2.0,23.0,50.0,150.0
1,Blue Side,LCS,2024,57094,NRG,True,35.217,Contractz,JUNGLE,16.0,5.0,3.0,8.0,4.3,196.0,176.0,,5.6,12424.0,353.0,0.196,45.0,24.0,10.0,12.0,12.0,1.28,0.68,0.34,0.28,0.164,12752.0,11097.0,1351.0,304.0,362.0,0.153,0.37,0.929,0.0,0.0,0.0,0.0,0.0,-513.0,-19.0,-807.0,-1.0,2.0,2215.0,2215.0,23035.0,0.0,38094.0,1309.0,13.0,621.0,39927.0,101.0,13.0,32.0,550.0,300.0
2,Blue Side,LCS,2024,57094,NRG,True,35.217,Palafox,MID,17.0,0.0,6.0,11.0,1.8,258.0,0.0,,7.3,11675.0,332.0,0.184,42.0,18.0,6.0,7.0,7.0,1.19,0.51,0.2,0.17,0.153,13768.0,877.0,12891.0,0.0,391.0,0.166,0.31,0.786,0.0,0.0,0.0,0.0,0.0,-1177.0,-28.0,-673.0,0.0,0.0,4658.0,4658.0,1784.0,641.0,14350.0,0.0,29.0,250.0,21479.0,194.0,9.0,26.0,0.0,0.0
3,Blue Side,LCS,2024,57094,NRG,True,35.217,FBI,ADC,17.0,5.0,1.0,7.0,12.0,352.0,7.0,,10.0,17446.0,495.0,0.275,29.0,20.0,9.0,3.0,3.0,0.82,0.57,0.09,0.26,0.105,35583.0,12090.0,22958.0,535.0,1010.0,0.428,0.34,0.857,0.0,1.0,0.0,0.0,0.0,-300.0,6.0,122.0,0.0,0.0,9481.0,9481.0,6123.0,1102.0,11441.0,0.0,2.0,78.0,16868.0,46.0,5.0,24.0,900.0,200.0
4,Blue Side,LCS,2024,57094,NRG,True,35.217,Huhi,SUPPORT,14.0,0.0,2.0,14.0,7.0,34.0,0.0,,1.0,8467.0,240.0,0.134,134.0,73.0,19.0,19.0,19.0,3.81,2.07,0.54,0.54,0.487,5469.0,777.0,4196.0,496.0,155.0,0.066,0.4,1.0,0.0,0.0,0.0,0.0,0.0,-183.0,-3.0,-1147.0,-1.0,0.0,502.0,502.0,7177.0,2679.0,19718.0,2129.0,19.0,77.0,16424.0,72.0,21.0,37.0,0.0,0.0
5,Red Side,LCS,2024,57094,100 Thieves,False,35.217,Sniper,TOP,17.0,1.0,3.0,3.0,1.3,254.0,4.0,,7.2,11892.0,338.0,0.183,32.0,15.0,4.0,6.0,5.0,0.91,0.43,0.17,0.11,0.094,14005.0,7189.0,6344.0,472.0,398.0,0.15,0.11,0.286,0.0,0.0,0.0,0.0,0.0,-584.0,-15.0,9.0,0.0,0.0,7218.0,7218.0,6198.0,0.0,34561.0,0.0,18.0,194.0,33447.0,146.0,7.0,23.0,0.0,0.0
6,Red Side,LCS,2024,57094,100 Thieves,False,35.217,River,JUNGLE,17.0,6.0,3.0,7.0,4.3,248.0,194.0,,7.0,14760.0,419.0,0.227,62.0,13.0,16.0,12.0,10.0,1.76,0.37,0.34,0.45,0.182,17712.0,13877.0,3589.0,246.0,503.0,0.19,0.37,0.929,0.0,0.0,0.0,0.0,0.0,513.0,19.0,807.0,1.0,0.0,3918.0,3918.0,24175.0,0.0,32462.0,0.0,21.0,307.0,41442.0,57.0,11.0,31.0,300.0,550.0
7,Red Side,LCS,2024,57094,100 Thieves,False,35.217,Quid,MID,17.0,5.0,3.0,9.0,4.7,307.0,9.0,,8.7,15892.0,451.0,0.245,96.0,36.0,23.0,6.0,6.0,2.73,1.02,0.17,0.65,0.282,29386.0,2021.0,21241.0,6124.0,834.0,0.315,0.4,1.0,0.0,0.0,1.0,0.0,0.0,1177.0,28.0,673.0,0.0,0.0,2743.0,2743.0,6780.0,527.0,18165.0,0.0,24.0,124.0,22350.0,80.0,9.0,27.0,350.0,650.0
8,Red Side,LCS,2024,57094,100 Thieves,False,35.217,Meech,ADC,15.0,2.0,4.0,9.0,2.8,285.0,11.0,,8.1,13430.0,381.0,0.207,22.0,9.0,10.0,0.0,0.0,0.62,0.26,0.0,0.28,0.065,25574.0,17479.0,8043.0,52.0,726.0,0.274,0.31,0.786,0.0,0.0,0.0,0.0,0.0,300.0,-6.0,-122.0,0.0,0.0,6307.0,6307.0,2372.0,0.0,18128.0,0.0,41.0,369.0,14397.0,134.0,2.0,22.0,0.0,300.0
9,Red Side,LCS,2024,57094,100 Thieves,False,35.217,Eyla,SUPPORT,14.0,0.0,1.0,14.0,14.0,38.0,0.0,,1.1,8997.0,255.0,0.138,128.0,64.0,20.0,21.0,19.0,3.63,1.82,0.6,0.57,0.376,6567.0,1027.0,4461.0,1079.0,186.0,0.07,0.4,1.0,0.0,0.0,0.0,0.0,0.0,183.0,3.0,1147.0,1.0,0.0,665.0,665.0,12469.0,8753.0,8074.0,7746.0,16.0,168.0,11555.0,0.0,23.0,36.0,0.0,0.0
0,Blue Side,LCS,2024,57095,100 Thieves,True,36.683,Sniper,TOP,18.0,3.0,1.0,6.0,9.0,334.0,29.0,,9.1,15718.0,428.0,0.206,35.0,11.0,5.0,4.0,4.0,0.95,0.3,0.11,0.14,0.098,16393.0,12941.0,3220.0,232.0,447.0,0.235,0.25,0.563,0.0,0.0,0.0,0.0,0.0,-949.0,-24.0,-979.0,-1.0,0.0,3427.0,3427.0,8852.0,0.0,16807.0,0.0,17.0,269.0,22016.0,10.0,6.0,30.0,150.0,0.0
1,Blue Side,LCS,2024,57095,100 Thieves,True,36.683,River,JUNGLE,18.0,3.0,1.0,7.0,10.0,291.0,232.0,,7.9,15183.0,414.0,0.199,69.0,23.0,15.0,10.0,10.0,1.88,0.63,0.27,0.41,0.193,13164.0,10953.0,815.0,1396.0,359.0,0.189,0.27,0.625,0.0,0.0,0.0,0.0,0.0,1176.0,35.0,1129.0,1.0,0.0,4470.0,4470.0,29836.0,0.0,36301.0,0.0,100.0,701.0,45006.0,10.0,11.0,32.0,0.0,0.0
2,Blue Side,LCS,2024,57095,100 Thieves,True,36.683,Quid,MID,18.0,6.0,0.0,9.0,100.0,378.0,22.0,,10.3,18107.0,494.0,0.237,80.0,29.0,20.0,4.0,4.0,2.18,0.79,0.11,0.55,0.224,19989.0,1158.0,14186.0,4645.0,545.0,0.286,0.41,0.938,0.0,1.0,0.0,1.0,0.0,206.0,11.0,211.0,0.0,0.0,5353.0,5353.0,10388.0,2177.0,11303.0,0.0,12.0,134.0,14825.0,0.0,7.0,25.0,0.0,0.0
3,Blue Side,LCS,2024,57095,100 Thieves,True,36.683,Meech,ADC,18.0,3.0,1.0,8.0,11.0,355.0,29.0,,9.7,17050.0,465.0,0.223,26.0,9.0,12.0,1.0,1.0,0.71,0.25,0.03,0.33,0.073,15975.0,9820.0,5955.0,200.0,435.0,0.229,0.3,0.688,0.0,1.0,0.0,0.0,0.0,-787.0,-8.0,97.0,0.0,0.0,7151.0,7151.0,7891.0,0.0,14367.0,0.0,2.0,120.0,17911.0,50.0,3.0,25.0,200.0,350.0
4,Blue Side,LCS,2024,57095,100 Thieves,True,36.683,Eyla,SUPPORT,14.0,1.0,2.0,14.0,7.5,49.0,0.0,,1.3,10365.0,283.0,0.136,147.0,74.0,21.0,23.0,23.0,4.01,2.02,0.63,0.57,0.412,4299.0,516.0,2697.0,1086.0,117.0,0.062,0.41,0.938,0.0,0.0,0.0,0.0,0.0,322.0,6.0,434.0,0.0,0.0,585.0,585.0,1099.0,446.0,18080.0,767.0,23.0,65.0,12092.0,43.0,25.0,43.0,0.0,0.0
